url,scheme,has_https,url_length,hostname_length,path_length,query_length,count_dots,count_slash,count_at,count_dash,count_underscore,count_equals,count_digits,num_subdomains,has_ip,uses_shortner,has_suspicious_word,num_path_tokens,long_hostname,many_digits,label
https://rbfcu-star.azurewebsites.net/(S(sxpgrpdityxjhq5tbndwk1qh))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,2,1,0,0,1,3,0,0,1
http://core-log-private-tracker.pages.dev/appeal_form,http,0,53,34,12,0,2,3,0,3,1,0,0,1,0,0,0,1,1,0,1
https://thedigitalnomadblog.com/wp-content/newwwaluzzyyyy.html,https,1,62,23,31,0,2,4,0,1,0,0,0,0,0,0,0,2,0,0,1
https://rbfcu-star.azurewebsites.net/(S(mml31odkirlfibc4avyul5po))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,4,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(pcdj2cyipsljqxow0kfoo1hj))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,3,1,0,0,1,3,0,0,1
http://edfdc0fa5e2ae6e3c6d7156f3b2ce00c.cdn.bubble.io/f1679644455398x630943732016925300/webmailf.html,http,0,101,46,48,0,4,4,0,0,0,0,45,2,0,0,0,2,1,1,1
https://rbfcu-star.azurewebsites.net/(S(lcsz05o2bdjubna4lzcpsbfj))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,4,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(xn4ihqjwsltis41x15lodunq))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,5,1,0,0,1,3,0,0,1
https://cyralon-haven.pages.dev/,https,1,32,23,1,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1
https://store.workshopvisualhub.com/sharedfiles/filesdetails/blind_beast/,https,1,73,27,38,0,2,6,0,0,1,0,0,1,0,0,0,3,0,0,1
https://aquiverif-outoksmail2025.gamer.gd/,https,1,42,33,1,0,2,3,0,1,0,0,4,1,0,0,0,0,1,0,1
https://meta-horrin-kryvex-talrath.pages.dev/,https,1,45,36,1,0,2,3,0,3,0,0,0,1,0,0,0,0,1,0,1
https://fidelityworkplaceaw.shop/address/page.html,https,1,50,24,18,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,1
https://vpass-jp.ezjrg.cn/,https,1,26,17,1,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1
https://mh63gmbh.de/cxm/,https,1,24,11,5,0,1,4,0,0,0,0,2,0,0,0,0,1,0,0,1
https://meta-axislab.pages.dev/,https,1,31,22,1,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1
https://zestful-page-296980.framer.app/,https,1,39,30,1,0,2,3,0,2,0,0,6,1,0,0,0,0,0,1,1
https://guisc89.github.io/Pagina-Netflix/,https,1,41,17,16,0,2,4,0,1,0,0,2,1,0,0,0,1,0,0,1
https://rbfcu-star.azurewebsites.net/(S(ihoime0yxhgybtjtlduqnwa1))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,2,1,0,0,1,3,0,0,1
https://cef.atualizacaocadastral.co.ua/,https,1,39,30,1,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,1
http://fideliltyasdcvice.click/plan/page.html,http,0,45,23,15,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,1
https://anshadnadampadi.github.io/Amazonclone/,https,1,46,25,13,0,2,4,0,0,0,0,0,1,0,0,0,1,0,0,1
https://fidelity-account.com/fidelity/otp.html,https,1,46,20,18,0,2,4,0,1,0,0,0,0,0,1,1,2,0,0,1
https://rbfcu-star.azurewebsites.net/(S(vguyvr24e2ehvelx1jnnqauu))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,4,1,0,0,1,3,0,0,1
http://dotgovshortener.dotgov.uk/J-xcWDdCrq,http,0,43,25,11,0,2,3,0,1,0,0,0,1,0,0,0,1,0,0,1
http://rbx025k.blogspot.com.es/,http,0,31,23,1,0,3,3,0,0,0,0,3,1,0,1,0,0,0,0,1
https://rbfcu-star.azurewebsites.net/(S(1oo3qrq1s3ftkxf3rv3jpktr))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,6,1,0,0,1,3,0,1,1
https://rbfcu-star.azurewebsites.net/(S(jj10mvqqeomw2btwj1ymnrri))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,4,1,0,0,1,3,0,0,1
https://data-center-messaging-assessment.pages.dev/,https,1,51,42,1,0,2,3,0,3,0,0,0,1,0,0,0,0,1,0,1
https://rbfcu-star.azurewebsites.net/(S(jpbs0lvsgw0ub4ltv4v3ydgr))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,5,1,0,0,1,3,0,0,1
https://aurumtrans.com/main/access.html,https,1,39,14,17,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,1
https://www.filesusr.com/html/c1e166_5e8d2026eb806bf9c7db7b3bf8f208b4.html?EncuestaEstresAca*YWFsZXphYWFuYWxsZWx5MDVAaG90bWFpbC5jb20=*https://www.surveymonkey.com/r/R7NNGGQ**Instagram*TWF0YXRyb2xlczUwMDE=*YWFsZXphYWFuYWxsZWx5MDVAaG90bWFpbC5jb20=,https,1,245,16,50,170,5,8,0,0,1,3,37,1,0,0,0,2,0,1,1
https://rbfcu-star.azurewebsites.net/(S(5uu1odfzxlug0acp0nsmjpz0))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,5,1,0,0,1,3,0,0,1
http://store.workshopmodforge.com/,http,0,34,26,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
https://meta-fyrnax-brakov-darvyn.pages.dev/,https,1,44,35,1,0,2,3,0,3,0,0,0,1,0,0,0,0,1,0,1
https://rbfcu-star.azurewebsites.net/(S(rrh55bt0ggqgh4gfwvmmx3sb))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,5,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(dyeskogrlrlyev3qxqzqecvs))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,1,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(uu1m5e4w1sohkvc0kq3ltnpq))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,6,1,0,0,1,3,0,1,1
https://rbfcu-star.azurewebsites.net/(S(vyl1stzqmdjecd5jygneiuou))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,2,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(e20ijcwi3iqnfsux3rkfmn30))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,6,1,0,0,1,3,0,1,1
https://vdbjpmeaqqjzpwxfflbjfmeykyxvcfgmhjbad.blogspot.com/,https,1,59,50,1,0,2,3,0,0,0,0,0,1,0,1,0,0,1,0,1
https://rbfcu-star.azurewebsites.net/(S(3ptubra00mjcr4p2sv5qehmt))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,6,1,0,0,1,3,0,1,1
https://rbfcu-star.azurewebsites.net/(S(brqcvabgkof2lgmla5emzgvw))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,2,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(lrl4tvpgocete3lm5x1dz2y2))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,6,1,0,0,1,3,0,1,1
https://thajskemasaze-thailanna.sk/wp-content/jztlkd/serijq/home/virtual/rosyorange/www/tls/xd/zd/clients/login.php,https,1,115,26,81,0,2,14,0,2,0,0,0,0,0,0,1,12,0,0,1
https://durgesh25052109.github.io/netflix/,https,1,42,25,9,0,2,4,0,0,0,0,8,1,0,0,0,1,0,1,1
https://release.support-agency-8203172039.com/,https,1,46,37,1,0,2,3,0,2,0,0,10,1,0,0,0,0,1,1,1
https://rbfcu-star.azurewebsites.net/(S(ey4benhtqxxaubfdlpuyvz0p))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,2,1,0,0,1,3,0,0,1
